method,rho_label,rho,q0,delta,true_break,qhat,estimated_break,break_abs_error,el_stat,p_value,reject_5,feasible,score,score_variance,rss,strength,score_gap_stable_minus_estimated,rep,T,K,min_size,grid_step,penalty
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.1984511931907617,0.65597391332358,False,True,-0.25043738325676285,0.31368846850874055,239.59980209904148,0.3397276291979591,0.32565785343613574,129,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.1984511931907617,0.65597391332358,False,True,-0.25043738325676285,0.31368846850874055,239.59980209904148,0.3397276291979591,0.32565785343613574,129,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09784927989567264,0.7544260087430347,False,True,0.21016365092832598,0.45407059500733404,335.4732078221202,0.33146778250789877,0.6300370094379047,130,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.6700672408352428,0.4130281648044133,False,True,-0.41987335850957874,0.26135749924315205,230.094828991864,0.3184100647039066,0.6300370094379047,130,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.6700672408352428,0.4130281648044133,False,True,-0.41987335850957874,0.26135749924315205,230.094828991864,0.3184100647039066,0.6300370094379047,130,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.11756545678201795,0.7316900961672013,False,True,0.211029977815995,0.3792932068754226,318.1631498497195,0.30332002289758186,0.4538788057699696,131,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.006655269175190895,0.9349808386535977,False,True,-0.041110916050481006,0.25424205607811795,213.18933242620494,0.30146396066585807,0.4538788057699696,131,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.2398726837695056,0.6242980843692092,False,True,-0.24284882795397458,0.24745973791863868,211.1930995659261,0.30002103311324396,0.4538788057699696,131,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.3519191490542112,0.5530287517177349,False,True,-0.4346234899514265,0.538878621110424,355.4880729095323,0.3745914447514444,0.14982852048970152,132,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.3982776260717149,0.5279801056041068,False,True,-0.39264481087670033,0.3892702375704219,236.73604660056435,0.3732353459459407,0.14982852048970152,132,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.8838818673617294,0.34714066702881086,False,True,-0.584452010441128,0.389398953560125,236.7311476822512,0.37233079439469896,0.14982852048970152,132,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.2325739222661657,0.6296218370325231,False,True,-0.3331351990790211,0.48046780388501287,334.0706298465716,0.3667959713323612,-0.5353393324792235,133,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.11789641832705461,0.7313272876551195,False,True,0.20220413340020243,0.3467803733253672,254.46842628111014,0.36212568517218574,-0.5353393324792235,133,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.11789641832705461,0.7313272876551195,False,True,0.20220413340020243,0.3467803733253672,254.46842628111014,0.36212568517218574,-0.5353393324792235,133,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.33630486097704504,0.5619699315935345,False,True,-0.4355105642647196,0.5650799493218372,371.18136025999866,0.3781334085652691,0.24362515168604088,134,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.7130781715974,0.39842382361968787,False,True,-0.5387439727846206,0.4070942703992493,256.4274721763345,0.3647698032330143,0.24362515168604088,134,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.147398502897422,0.2840943969188612,False,True,-0.6791357159507605,0.4055321833480964,255.60957076352258,0.3672436750481553,0.24362515168604088,134,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.914996883925949,0.33879206539873363,False,True,0.7075767979136395,0.5367429691123964,338.36428507319704,0.39027587431116684,0.6068547242398559,135,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.02683414189095612,0.8698796960175079,False,True,0.10072207367378366,0.3775780147293889,247.61033110891847,0.38321544498966065,0.6068547242398559,135,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.02683414189095612,0.8698796960175079,False,True,0.10072207367378366,0.3775780147293889,247.61033110891847,0.38321544498966065,0.6068547242398559,135,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7598273684722493,0.3833825526383431,False,True,0.611092051850076,0.4935751539233331,334.6421650796033,0.36974341215848494,0.9952622209444313,136,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.4687896486800893,0.4935445143029228,False,True,-0.38417016909435525,0.31560506061325655,232.3736266940103,0.3536709321419054,0.9952622209444313,136,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.4687896486800893,0.4935445143029228,False,True,-0.38417016909435525,0.31560506061325655,232.3736266940103,0.3536709321419054,0.9952622209444313,136,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.23484080474393393,0.627957445632106,False,True,-0.2894673563981174,0.3578936156762176,288.4041022231446,0.30740851898709487,-0.3286820942743887,137,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.04354194969927,0.8347081418258421,False,True,0.11397396703821834,0.2959989075543728,206.26322175539377,0.3009334771635004,-0.3286820942743887,137,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.00516647156310325,0.9426988615896673,False,True,0.039214737876271326,0.2968265273957499,202.0119740060464,0.30282361664296836,-0.3286820942743887,137,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.2615938776275917,0.26134960681474395,False,True,-0.8184095154366263,0.5295929660941778,367.9014231679507,0.3741005478052274,-0.23161901705994947,138,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.9481328372726279,0.33019502330316,False,True,-0.5867904983766769,0.36402027868993136,249.38974152470774,0.3694586215265204,-0.23161901705994947,138,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.9481328372726279,0.33019502330316,False,True,-0.5867904983766769,0.36402027868993136,249.38974152470774,0.3694586215265204,-0.23161901705994947,138,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7324430442833063,0.3920924471619125,False,True,-0.5306818083632785,0.38550380509288673,315.5047995865731,0.32759768447992854,-0.17899042401038945,139,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.42809607729456434,0.512924655893854,False,True,-0.35169138435288905,0.2906392389073399,236.64248090307575,0.32685888614349967,-0.17899042401038945,139,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.42809607729456434,0.512924655893854,False,True,-0.35169138435288905,0.2906392389073399,236.64248090307575,0.32685888614349967,-0.17899042401038945,139,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.248229171003517,0.6183247418046516,False,True,-0.30603080571245694,0.3775207075471701,281.6123858058991,0.3234023652981864,-0.06822379645353122,140,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.4351353078919866,0.5094798293321396,False,True,-0.35226275573197224,0.28900297262949015,211.2104620478935,0.3148656052798741,-0.06822379645353122,140,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.20300894372732142,0.6523029973184782,False,True,-0.23780700925892573,0.28074943898391,210.58293394633284,0.3146886234264125,-0.06822379645353122,140,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.0031554398809526263,0.9552037493228388,False,True,0.036223991657543225,0.41535497611650657,307.4926041225124,0.33634776475981104,-0.18714885690444996,141,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.15869114994770295,0.6903644127302232,False,True,0.2233728485619932,0.31260467814779175,219.32889485926216,0.32354255476700106,-0.18714885690444996,141,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.15869114994770295,0.6903644127302232,False,True,0.2233728485619932,0.31260467814779175,219.32889485926216,0.32354255476700106,-0.18714885690444996,141,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.9329569044678028,0.16443530742359902,False,True,-1.0732331761289147,0.5938019510910749,335.05538129013917,0.39132160926452036,-1.0949386155016463,142,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.007686859217810815,0.930135200552731,False,True,-0.05726857642501604,0.42651518185775006,265.90856472024115,0.3761760947618049,-1.0949386155016463,142,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.001168027468820429,0.9727364721786617,False,True,0.02170543937273159,0.40356587624192114,260.0723873606566,0.37462688246694,-1.0949386155016463,142,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,128.0,8.0,1.1380902387305798,0.2860562316182691,False,True,0.8233350230482621,0.593563605427284,345.688897129359,0.3922791603800707,0.6300227725272942,143,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,128.0,8.0,0.1846612944137816,0.667397626519135,False,True,0.2850168825463715,0.44237456797875546,255.91165891040805,0.3825464869490288,0.6300227725272942,143,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,128.0,8.0,0.08636426951884582,0.7688511418246159,False,True,0.19331225052096793,0.4337710851751833,255.6742160792199,0.3805802423292075,0.6300227725272942,143,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.0830211984596878,0.29802267513528125,False,True,-0.6861098349765329,0.43027902383553424,314.5048162785308,0.34481858653505315,-0.6356181726065036,144,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.009103762820740227,0.9239862818425562,False,True,-0.0504916623700293,0.27924765872994584,211.42567436385224,0.3383201136124947,-0.6356181726065036,144,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.009103762820740227,0.9239862818425562,False,True,-0.0504916623700293,0.27924765872994584,211.42567436385224,0.3383201136124947,-0.6356181726065036,144,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.4292420200193089,0.5123611120064893,False,True,-0.43820524278195117,0.451075268118393,312.42885361419724,0.38214955999401584,-0.41980768566910626,145,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.0009702691971540875,0.9751505970971529,False,True,-0.018397557112844926,0.34892938802713913,242.02501308158668,0.3694762838162583,-0.41980768566910626,145,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.0009702691971540875,0.9751505970971529,False,True,-0.018397557112844926,0.34892938802713913,242.02501308158668,0.3694762838162583,-0.41980768566910626,145,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.010077183578659464,0.9200385380821798,False,True,0.07229822352201805,0.5170028599022493,353.6256707899435,0.32771310439714335,0.41457692163995213,146,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.31162100874738685,0.5766871690022135,False,True,-0.3422786981179341,0.3815640430124826,254.0795759208823,0.32414374046730415,0.41457692163995213,146,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.31162100874738685,0.5766871690022135,False,True,-0.3422786981179341,0.3815640430124826,254.0795759208823,0.32414374046730415,0.41457692163995213,146,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.19816475967858965,0.6562062949596807,False,True,-0.31896951021765235,0.5163934927512611,338.24920419680643,0.33686765489481885,-0.19685992396062413,147,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.04529493838210122,0.8314626243946117,False,True,-0.12210958625702822,0.3303494907863454,232.04613663626242,0.32824210459352654,-0.19685992396062413,147,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.04529493838210122,0.8314626243946117,False,True,-0.12210958625702822,0.3303494907863454,232.04613663626242,0.32824210459352654,-0.19685992396062413,147,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.680052327164533,0.10161238937950534,False,True,-1.0834739583621813,0.4460434372377663,344.60439228052167,0.33232759488486113,-0.8536004464855786,148,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.14037954504307348,0.7079039843713829,False,True,-0.2298735118766027,0.3791701461959655,278.50992124424255,0.316581717886053,-0.8536004464855786,148,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.14037954504307348,0.7079039843713829,False,True,-0.2298735118766027,0.3791701461959655,278.50992124424255,0.316581717886053,-0.8536004464855786,148,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.4911703227805453,0.06169695383488372,False,True,1.2903576373918,0.4912492992119565,344.8797128225347,0.34254897997679495,-0.565778288698934,149,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,11.315384763749904,0.000768675313753242,True,True,1.856135926090734,0.3358707250544758,239.77763225977856,0.3380181943267114,-0.565778288698934,149,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,11.315384763749904,0.000768675313753242,True,True,1.856135926090734,0.3358707250544758,239.77763225977856,0.3380181943267114,-0.565778288698934,149,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.227099060203969,0.2679719444535251,False,True,-0.8273883262345175,0.5572883984762403,348.5803213536844,0.4044175472708055,-1.2684834182470874,150,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.4611472675083315,0.4970882837841214,False,True,0.4380443121166741,0.41577654675550474,264.59974974328713,0.3707164929191358,-1.2684834182470874,150,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.47130961690120615,0.4923852997328475,False,True,0.4410950920125699,0.4126981708770262,259.7097408390595,0.37405861021193515,-1.2684834182470874,150,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,7.157190887922327,0.007466403796855703,True,True,1.9112338412378955,0.521221292554126,325.6391003940843,0.3774198244536425,1.3914289696995392,151,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.8938821196017146,0.3444274540755333,False,True,0.5198048715383564,0.3067151448399186,199.22795964591717,0.346143656740703,1.3914289696995392,151,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.8938821196017146,0.3444274540755333,False,True,0.5198048715383564,0.3067151448399186,199.22795964591717,0.346143656740703,1.3914289696995392,151,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.004883518695795196,0.9442874389465847,False,True,0.05181502075348266,0.5495284468984842,359.6914468818065,0.3817201399412692,0.25316003332629694,152,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09496099076589039,0.7579625566194852,False,True,-0.20134501257281426,0.42623573582213226,270.36557834030566,0.380115122502349,0.25316003332629694,152,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09496099076589039,0.7579625566194852,False,True,-0.20134501257281426,0.42623573582213226,270.36557834030566,0.380115122502349,0.25316003332629694,152,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,128.0,8.0,5.480247731486282,0.019232533143525687,True,True,-1.6427867286359754,0.5025908427038756,314.9189884288778,0.34661160714951045,-0.9452919288774649,153,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,128.0,8.0,1.861073613966639,0.17250094095008783,False,True,-0.8006674374127651,0.3449947491856251,244.6864315808818,0.33024628981883797,-0.9452919288774649,153,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,128.0,8.0,1.3752455159044243,0.24091267203211397,False,True,-0.6974947997585105,0.35760312657604654,243.96538951957297,0.32785778754009554,-0.9452919288774649,153,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,108.0,12.0,3.4945564229515895,0.061570900738451284,False,True,1.3788875349334153,0.5511851663048989,323.5571691335658,0.36065805645739757,0.8957624926459808,154,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,108.0,12.0,2.183951904664765,0.13945596798830517,False,True,0.9228276486986964,0.3978685786156583,236.16295535913642,0.35163450672889535,0.8957624926459808,154,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,108.0,12.0,0.6870476978315248,0.40717038707435427,False,True,0.4831250422874345,0.3412022518277004,220.33624243876852,0.3470906704762254,0.8957624926459808,154,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.041992128749617066,0.8376347770821905,False,True,0.13957205337306736,0.4633852044840906,300.33477917463273,0.33338057870100696,-0.37186599262021713,155,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7728270596046511,0.3793438972194926,False,True,0.5114380459932845,0.3367560596954867,225.22069580727876,0.32950328859139055,-0.37186599262021713,155,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7728270596046511,0.3793438972194926,False,True,0.5114380459932845,0.3367560596954867,225.22069580727876,0.32950328859139055,-0.37186599262021713,155,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.013597122578167642,0.9071717278005417,False,True,0.07753984643108475,0.4428655200426037,344.13023183133316,0.36076006059017246,0.7211449332712887,156,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.316731884244734,0.2511794185567606,False,True,-0.643605086840204,0.3121866742665401,258.4224692893598,0.3475846866605507,0.7211449332712887,156,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.316731884244734,0.2511794185567606,False,True,-0.643605086840204,0.3121866742665401,258.4224692893598,0.3475846866605507,0.7211449332712887,156,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.0020393986937729154,0.9639800145249903,False,True,-0.031972825690259894,0.5010798891828503,362.03548872405463,0.3528355582180307,0.3718281364547334,157,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.4891607612470992,0.48430190862686706,False,True,-0.4038009621449933,0.3343916427719157,242.7984220839743,0.3472544939572971,0.3718281364547334,157,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.4891607612470992,0.48430190862686706,False,True,-0.4038009621449933,0.3343916427719157,242.7984220839743,0.3472544939572971,0.3718281364547334,157,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.312288380425535,0.576279326905386,False,True,-0.3855651929815172,0.4769921211631897,353.8574937978566,0.32336772263459074,0.48446630157551546,158,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.432080484722518,0.11887503380841913,False,True,-0.8700314945570327,0.317189208103627,249.5241130027134,0.31875860291036073,0.48446630157551546,158,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.432080484722518,0.11887503380841913,False,True,-0.8700314945570327,0.317189208103627,249.5241130027134,0.31875860291036073,0.48446630157551546,158,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,8.038152856375426,0.004580221836726683,True,True,2.1970104183252888,0.6321648041959429,338.82080831182583,0.3972194091560005,1.451233046885672,159,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.465703731984338,0.22602477324541148,False,True,0.7457773714396168,0.3859543781406358,223.5350091215238,0.36921866583734736,1.451233046885672,159,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.465703731984338,0.22602477324541148,False,True,0.7457773714396168,0.3859543781406358,223.5350091215238,0.36921866583734736,1.451233046885672,159,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.585698646024897,0.4440872624765082,False,True,0.5281048084218876,0.48499101121109806,308.8023242690956,0.3293407058365662,0.7337138015273358,160,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.15577380240349925,0.6930776621006594,False,True,-0.2056089931054482,0.27143059955702215,191.01035261636702,0.3219332990270361,0.7337138015273358,160,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.15577380240349925,0.6930776621006594,False,True,-0.2056089931054482,0.27143059955702215,191.01035261636702,0.3219332990270361,0.7337138015273358,160,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,2.8837799940450886,0.08947575620611181,False,True,1.2973741046808047,0.6030833479083794,324.32667532218966,0.36858379367316635,0.6927735415817526,161,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.9254665007886153,0.33604372944724437,False,True,0.5966503016254672,0.39006303446975643,235.18964714376918,0.36004991069169834,0.6927735415817526,161,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.9618292076830712,0.32672644014253005,False,True,0.6046005630990521,0.38535796266511296,231.1450183136397,0.3602781575059533,0.6927735415817526,161,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,128.0,8.0,0.2889490168070732,0.590894813416512,False,True,-0.3666893441148928,0.4688947330548418,358.2444744564182,0.3709832576494629,0.5626187509980403,162,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,128.0,8.0,0.2716297210590042,0.6022406310029913,False,True,-0.30998743951127067,0.3558686029406456,245.63022107840447,0.36419014698540253,0.5626187509980403,162,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,128.0,8.0,2.5626634807986783,0.109414107059978,False,True,-0.929308095112933,0.34690721455860957,242.92429524409545,0.36542871134210475,0.5626187509980403,162,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.122820126937623,0.14511911534408062,False,True,0.9913382529648304,0.43684933512752444,316.73384908953847,0.30344261319180615,0.2992792051644093,163,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.5854728516817533,0.20797413130420417,False,True,0.692059047800421,0.2826369133408956,213.45377229104875,0.30058907004313457,0.2992792051644093,163,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.5854728516817533,0.20797413130420417,False,True,0.692059047800421,0.2826369133408956,213.45377229104875,0.30058907004313457,0.2992792051644093,163,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.22122501631754857,0.6381080985107485,False,True,0.31591323138102256,0.45397067893787146,341.9409932021508,0.31482514536811684,0.10218417678748237,164,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.13065236027417607,0.7177566061203405,False,True,0.2137290545935402,0.3508088036100826,261.70149976561595,0.31181320206784174,0.10218417678748237,164,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.13065236027417607,0.7177566061203405,False,True,0.2137290545935402,0.3508088036100826,261.70149976561595,0.31181320206784174,0.10218417678748237,164,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.6828497074286803,0.40860716148624654,False,True,0.5253235281028469,0.406076773721003,308.5056267159912,0.3341093896637954,0.45552015091564213,165,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.017900283652987126,0.8935670995288494,False,True,0.06980337718720477,0.27249165614258014,202.31055078356712,0.33140809637180907,0.45552015091564213,165,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.017900283652987126,0.8935670995288494,False,True,0.06980337718720477,0.27249165614258014,202.31055078356712,0.33140809637180907,0.45552015091564213,165,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.0018631205748109864,0.9655708974710185,False,True,-0.028957516866805068,0.4500543438157545,325.51465787366726,0.32159119761504157,0.5539243046581899,166,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,1.1335304512366113,0.2870235382265678,False,True,-0.6154152805707712,0.3403589786098696,242.41706458144517,0.3160587060540394,0.5539243046581899,166,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,1.0159930533514163,0.31347135734925247,False,True,-0.5828818215249949,0.3405821431456665,241.68031079228166,0.3169037019702047,0.5539243046581899,166,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7033295967675987,0.401667158103037,False,True,-0.5350171629950117,0.4079451780736541,311.7218355993133,0.33363150718398427,-0.3921705564007845,167,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.06068115784858186,0.8054225639511564,False,True,-0.14284660659422715,0.3360977444631861,238.62625996283225,0.3167919922348191,-0.3921705564007845,167,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.06068115784858186,0.8054225639511564,False,True,-0.14284660659422715,0.3360977444631861,238.62625996283225,0.3167919922348191,-0.3921705564007845,167,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.8877995284615503,0.0892527523674842,False,True,-1.054284163472367,0.3757500263146093,294.1421412326454,0.3136181895546957,-0.4855602547077501,168,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.1127651200480368,0.291481661736382,False,True,-0.5687239087646169,0.28328978726053056,214.4421667860684,0.3050540632245807,-0.4855602547077501,168,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.1127651200480368,0.291481661736382,False,True,-0.5687239087646169,0.28328978726053056,214.4421667860684,0.3050540632245807,-0.4855602547077501,168,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,2.2095583647106247,0.13715793118912956,False,True,1.0806242137473183,0.5264945102161291,341.7295030107212,0.3476388416760601,0.6940035170661636,169,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.5148437919087817,0.4730495001249433,False,True,0.3925566195947423,0.2995473134952429,225.7505128985591,0.33152824609511444,0.6940035170661636,169,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.4779845997422623,0.4893366310834625,False,True,0.38662069668115473,0.3134101303708067,225.0549482058883,0.33480463599515625,0.6940035170661636,169,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.202661733569329,0.13777265963586527,False,True,1.1160641509072762,0.5748676865887236,349.78623845474215,0.3548120442902441,0.6224047985306651,170,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.641174050365362,0.42328597605513696,False,True,0.4936593523766111,0.38716973133665883,246.40848680647503,0.34970651521947094,0.6224047985306651,170,240,4,60,4,0.75
