method,rho_label,rho,q0,delta,true_break,qhat,estimated_break,break_abs_error,el_stat,p_value,reject_5,feasible,score,score_variance,rss,strength,score_gap_stable_minus_estimated,rep,T,K,min_size,grid_step,penalty
stable,0.50,0.5,0,0.0,,0,,,0.008182543785026572,0.9279237337044456,False,True,-0.05655579442311548,0.39077576762608573,287.5542975985038,0.3652952302975947,0.0,45,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.008182543785026572,0.9279237337044456,False,True,-0.05655579442311548,0.39077576762608573,287.5542975985038,0.3652952302975947,0.0,45,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.008182543785026572,0.9279237337044456,False,True,-0.05655579442311548,0.39077576762608573,287.5542975985038,0.3652952302975947,0.0,45,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.4495693680409478,0.5025395255666669,False,True,0.4091324250253675,0.37182924095829273,261.55395026307485,0.34649464086607995,0.0,46,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.4495693680409478,0.5025395255666669,False,True,0.4091324250253675,0.37182924095829273,261.55395026307485,0.34649464086607995,0.0,46,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.4495693680409478,0.5025395255666669,False,True,0.4091324250253675,0.37182924095829273,261.55395026307485,0.34649464086607995,0.0,46,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.6412977846756914,0.4232412409277799,False,True,-0.43947594543005547,0.2997095644600115,235.61879671889787,0.28042555302476074,0.0,47,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.6412977846756914,0.4232412409277799,False,True,-0.43947594543005547,0.2997095644600115,235.61879671889787,0.28042555302476074,0.0,47,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.6412977846756914,0.4232412409277799,False,True,-0.43947594543005547,0.2997095644600115,235.61879671889787,0.28042555302476074,0.0,47,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.027642458487669858,0.8679521754890418,False,True,-0.09338378660106247,0.3150422047415304,235.65327448117392,0.34885736071866036,0.0,48,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.027642458487669858,0.8679521754890418,False,True,-0.09338378660106247,0.3150422047415304,235.65327448117392,0.34885736071866036,0.0,48,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.027642458487669858,0.8679521754890418,False,True,-0.09338378660106247,0.3150422047415304,235.65327448117392,0.34885736071866036,0.0,48,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.20073161668003148,0.6541309530997905,False,True,-0.27183423185476097,0.36856937068269613,262.0916148368878,0.36774877517927174,0.0,49,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.20073161668003148,0.6541309530997905,False,True,-0.27183423185476097,0.36856937068269613,262.0916148368878,0.36774877517927174,0.0,49,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.20073161668003148,0.6541309530997905,False,True,-0.27183423185476097,0.36856937068269613,262.0916148368878,0.36774877517927174,0.0,49,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.03104519741338338,0.8601395908757071,False,True,-0.10442941596273174,0.3513583929407592,224.30314490548884,0.3625822860243444,0.0,50,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.03104519741338338,0.8601395908757071,False,True,-0.10442941596273174,0.3513583929407592,224.30314490548884,0.3625822860243444,0.0,50,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.03104519741338338,0.8601395908757071,False,True,-0.10442941596273174,0.3513583929407592,224.30314490548884,0.3625822860243444,0.0,50,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.9458831346101741,0.3307694284781991,False,True,-0.634171911090217,0.42928109256481967,268.25174132219695,0.37885653442059986,0.0,51,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.9458831346101741,0.3307694284781991,False,True,-0.634171911090217,0.42928109256481967,268.25174132219695,0.37885653442059986,0.0,51,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.9458831346101741,0.3307694284781991,False,True,-0.634171911090217,0.42928109256481967,268.25174132219695,0.37885653442059986,0.0,51,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,1.0918610841594234,0.2960592204049408,False,True,-0.5836501828628957,0.31419647252104876,226.93247826951193,0.3276886556452265,0.0,52,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,1.0918610841594234,0.2960592204049408,False,True,-0.5836501828628957,0.31419647252104876,226.93247826951193,0.3276886556452265,0.0,52,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,1.0918610841594234,0.2960592204049408,False,True,-0.5836501828628957,0.31419647252104876,226.93247826951193,0.3276886556452265,0.0,52,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.05844515113326032,0.808970536576576,False,True,-0.14018249668056715,0.33658045908558076,234.77678923016657,0.35410252791608365,0.0,53,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.05844515113326032,0.808970536576576,False,True,-0.14018249668056715,0.33658045908558076,234.77678923016657,0.35410252791608365,0.0,53,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.05844515113326032,0.808970536576576,False,True,-0.14018249668056715,0.33658045908558076,234.77678923016657,0.35410252791608365,0.0,53,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.6653798810864737,0.41466704323200776,False,True,0.4135538239676367,0.25588907212461065,191.587234310562,0.29842475620545816,0.0,54,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.6653798810864737,0.41466704323200776,False,True,0.4135538239676367,0.25588907212461065,191.587234310562,0.29842475620545816,0.0,54,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.6653798810864737,0.41466704323200776,False,True,0.4135538239676367,0.25588907212461065,191.587234310562,0.29842475620545816,0.0,54,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.402311966770981,0.5258976700285394,False,True,0.40980722328333963,0.41379684437935393,257.5073373405682,0.36522661237471027,0.0,55,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.402311966770981,0.5258976700285394,False,True,0.40980722328333963,0.41379684437935393,257.5073373405682,0.36522661237471027,0.0,55,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.402311966770981,0.5258976700285394,False,True,0.40980722328333963,0.41379684437935393,257.5073373405682,0.36522661237471027,0.0,55,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,3.919033810737898,0.04774231136914675,True,True,-1.1174305754318024,0.3268582218966448,223.38830163901855,0.33477270706475687,0.0,56,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,3.919033810737898,0.04774231136914675,True,True,-1.1174305754318024,0.3268582218966448,223.38830163901855,0.33477270706475687,0.0,56,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,3.919033810737898,0.04774231136914675,True,True,-1.1174305754318024,0.3268582218966448,223.38830163901855,0.33477270706475687,0.0,56,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.07759343634717203,0.7805855955773646,False,True,-0.1649627533088956,0.3536567138458846,242.1218553245952,0.3214827352230165,0.0,57,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.07759343634717203,0.7805855955773646,False,True,-0.1649627533088956,0.3536567138458846,242.1218553245952,0.3214827352230165,0.0,57,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.07759343634717203,0.7805855955773646,False,True,-0.1649627533088956,0.3536567138458846,242.1218553245952,0.3214827352230165,0.0,57,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,1.1953444022720385,0.27425417172426636,False,True,0.6605643796312712,0.3682174211066534,236.05011086112773,0.3680385193919553,0.0,58,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,1.1953444022720385,0.27425417172426636,False,True,0.6605643796312712,0.3682174211066534,236.05011086112773,0.3680385193919553,0.0,58,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,1.1953444022720385,0.27425417172426636,False,True,0.6605643796312712,0.3682174211066534,236.05011086112773,0.3680385193919553,0.0,58,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.9062318183961966,0.3411162090221127,False,True,-0.5722991467062456,0.3646852998333058,222.1251967900644,0.36760775040256516,0.0,59,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.9062318183961966,0.3411162090221127,False,True,-0.5722991467062456,0.3646852998333058,222.1251967900644,0.36760775040256516,0.0,59,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.9062318183961966,0.3411162090221127,False,True,-0.5722991467062456,0.3646852998333058,222.1251967900644,0.36760775040256516,0.0,59,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.035649360760581686,0.8502414336911852,False,True,-0.10302491986542246,0.2977861367000501,239.61574047437074,0.30747586195480375,0.0,60,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.035649360760581686,0.8502414336911852,False,True,-0.10302491986542246,0.2977861367000501,239.61574047437074,0.30747586195480375,0.0,60,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.035649360760581686,0.8502414336911852,False,True,-0.10302491986542246,0.2977861367000501,239.61574047437074,0.30747586195480375,0.0,60,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.5057919964377966,0.47696616461340724,False,True,-0.36772629447681515,0.2684275724891023,231.40445120242623,0.3002143860952363,0.0,61,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.5057919964377966,0.47696616461340724,False,True,-0.36772629447681515,0.2684275724891023,231.40445120242623,0.3002143860952363,0.0,61,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.5057919964377966,0.47696616461340724,False,True,-0.36772629447681515,0.2684275724891023,231.40445120242623,0.3002143860952363,0.0,61,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.38042511188052247,0.5373758114578249,False,True,0.3780530037205651,0.3774507018856408,258.565063005919,0.3541076812367688,0.0,62,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.38042511188052247,0.5373758114578249,False,True,0.3780530037205651,0.3774507018856408,258.565063005919,0.3541076812367688,0.0,62,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.38042511188052247,0.5373758114578249,False,True,0.3780530037205651,0.3774507018856408,258.565063005919,0.3541076812367688,0.0,62,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.2335214142448844,0.628924957303416,False,True,-0.28657426650873163,0.35244057938383455,200.25483366083495,0.31188075858129416,0.0,63,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.2335214142448844,0.628924957303416,False,True,-0.28657426650873163,0.35244057938383455,200.25483366083495,0.31188075858129416,0.0,63,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.2335214142448844,0.628924957303416,False,True,-0.28657426650873163,0.35244057938383455,200.25483366083495,0.31188075858129416,0.0,63,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.9443881940105185,0.33115185974350236,False,True,-0.530104123902274,0.30297062733401237,238.83159871392905,0.3163666757520326,0.0,64,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.9443881940105185,0.33115185974350236,False,True,-0.530104123902274,0.30297062733401237,238.83159871392905,0.3163666757520326,0.0,64,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.9443881940105185,0.33115185974350236,False,True,-0.530104123902274,0.30297062733401237,238.83159871392905,0.3163666757520326,0.0,64,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.0020148743257561025,0.9641970987145958,False,True,-0.023917984763946055,0.28414226814269766,212.8315530124454,0.32104855605321325,0.0,65,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.0020148743257561025,0.9641970987145958,False,True,-0.023917984763946055,0.28414226814269766,212.8315530124454,0.32104855605321325,0.0,65,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.0020148743257561025,0.9641970987145958,False,True,-0.023917984763946055,0.28414226814269766,212.8315530124454,0.32104855605321325,0.0,65,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.13688279378583584,0.7113998157372057,False,True,-0.1917227908597359,0.2706294085203942,236.0522614721536,0.30403716850432094,0.0,66,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.13688279378583584,0.7113998157372057,False,True,-0.1917227908597359,0.2706294085203942,236.0522614721536,0.30403716850432094,0.0,66,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.13688279378583584,0.7113998157372057,False,True,-0.1917227908597359,0.2706294085203942,236.0522614721536,0.30403716850432094,0.0,66,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,6.960777460081629,0.00833158218036023,True,True,-1.5364050250975867,0.3576252764663774,240.25358924687552,0.33610286311474596,0.0,67,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,6.960777460081629,0.00833158218036023,True,True,-1.5364050250975867,0.3576252764663774,240.25358924687552,0.33610286311474596,0.0,67,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,6.960777460081629,0.00833158218036023,True,True,-1.5364050250975867,0.3576252764663774,240.25358924687552,0.33610286311474596,0.0,67,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,1,156.0,,0.3508116214987236,0.5536540500448235,False,True,-0.3589980279930432,0.3701805284874432,236.51609735783424,0.34273747620781403,0.3454541956940617,68,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,1,156.0,,0.3508116214987236,0.5536540500448235,False,True,-0.3589980279930432,0.3701805284874432,236.51609735783424,0.34273747620781403,0.3454541956940617,68,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,1,156.0,,1.4518590876462107,0.22822988030288782,False,True,-0.7044522236871049,0.34691518071223026,220.28845701248434,0.32959704257604844,0.3454541956940617,68,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,1.3023622477084134,0.2537821823447667,False,True,-0.6249103968518803,0.29823309296911776,222.98733929550957,0.3585698196266332,0.0,69,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,1.3023622477084134,0.2537821823447667,False,True,-0.6249103968518803,0.29823309296911776,222.98733929550957,0.3585698196266332,0.0,69,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,1.3023622477084134,0.2537821823447667,False,True,-0.6249103968518803,0.29823309296911776,222.98733929550957,0.3585698196266332,0.0,69,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.9450838289106022,0.3309738313023456,False,True,0.6006023365316249,0.3835389762147597,250.34042917533043,0.39137124033754106,0.0,70,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.9450838289106022,0.3309738313023456,False,True,0.6006023365316249,0.3835389762147597,250.34042917533043,0.39137124033754106,0.0,70,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.9450838289106022,0.3309738313023456,False,True,0.6006023365316249,0.3835389762147597,250.34042917533043,0.39137124033754106,0.0,70,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.20231928505581942,0.6528552630130141,False,True,0.26573405376037107,0.3472291614348066,226.03172901904924,0.3472855694792699,0.0,71,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.20231928505581942,0.6528552630130141,False,True,0.26573405376037107,0.3472291614348066,226.03172901904924,0.3472855694792699,0.0,71,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.20231928505581942,0.6528552630130141,False,True,0.26573405376037107,0.3472291614348066,226.03172901904924,0.3472855694792699,0.0,71,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.055241650870800796,0.8141812382882182,False,True,-0.1347678070159047,0.3287423662529348,236.3878396377739,0.35413588632503923,0.0,72,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.055241650870800796,0.8141812382882182,False,True,-0.1347678070159047,0.3287423662529348,236.3878396377739,0.35413588632503923,0.0,72,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.055241650870800796,0.8141812382882182,False,True,-0.1347678070159047,0.3287423662529348,236.3878396377739,0.35413588632503923,0.0,72,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.001800410710923385,0.966154919372542,False,True,0.023945094905429416,0.3184266142891116,230.25351344645304,0.3588716372023294,0.0,73,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.001800410710923385,0.966154919372542,False,True,0.023945094905429416,0.3184266142891116,230.25351344645304,0.3588716372023294,0.0,73,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.001800410710923385,0.966154919372542,False,True,0.023945094905429416,0.3184266142891116,230.25351344645304,0.3588716372023294,0.0,73,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.6556386047794112,0.4181039155623213,False,True,-0.5241801311636981,0.4209215413621037,246.87542310477392,0.3614680194943227,0.0,74,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.6556386047794112,0.4181039155623213,False,True,-0.5241801311636981,0.4209215413621037,246.87542310477392,0.3614680194943227,0.0,74,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.6556386047794112,0.4181039155623213,False,True,-0.5241801311636981,0.4209215413621037,246.87542310477392,0.3614680194943227,0.0,74,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.02004678807504104,0.8874064884111923,False,True,0.08297637784456437,0.34204851071271897,243.1910545120187,0.31886771543427594,0.0,75,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.02004678807504104,0.8874064884111923,False,True,0.08297637784456437,0.34204851071271897,243.1910545120187,0.31886771543427594,0.0,75,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.02004678807504104,0.8874064884111923,False,True,0.08297637784456437,0.34204851071271897,243.1910545120187,0.31886771543427594,0.0,75,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,1.3512041676356012,0.2450677128903047,False,True,-0.6010485297102222,0.2682283355438012,210.01804151725722,0.3232331774982423,0.0,76,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,1.3512041676356012,0.2450677128903047,False,True,-0.6010485297102222,0.2682283355438012,210.01804151725722,0.3232331774982423,0.0,76,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,1.3512041676356012,0.2450677128903047,False,True,-0.6010485297102222,0.2682283355438012,210.01804151725722,0.3232331774982423,0.0,76,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.014748030533194269,0.903341371955954,False,True,-0.06464419775419188,0.2829728202124392,196.139808838143,0.31429823905383786,0.0,77,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.014748030533194269,0.903341371955954,False,True,-0.06464419775419188,0.2829728202124392,196.139808838143,0.31429823905383786,0.0,77,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.014748030533194269,0.903341371955954,False,True,-0.06464419775419188,0.2829728202124392,196.139808838143,0.31429823905383786,0.0,77,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.26418105186165874,0.6072621571884237,False,True,-0.2961312434480314,0.3308187678302829,212.68470310245135,0.35881655810002555,0.0,78,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.26418105186165874,0.6072621571884237,False,True,-0.2961312434480314,0.3308187678302829,212.68470310245135,0.35881655810002555,0.0,78,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.26418105186165874,0.6072621571884237,False,True,-0.2961312434480314,0.3308187678302829,212.68470310245135,0.35881655810002555,0.0,78,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,1.2683197998751656,0.26008212108295237,False,True,0.6291752290588166,0.32098874600481175,180.4290878812079,0.41366765294058977,0.0,79,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,1.2683197998751656,0.26008212108295237,False,True,0.6291752290588166,0.32098874600481175,180.4290878812079,0.41366765294058977,0.0,79,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,1.2683197998751656,0.26008212108295237,False,True,0.6291752290588166,0.32098874600481175,180.4290878812079,0.41366765294058977,0.0,79,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,5.5124407240307594e-05,0.9940760956485363,False,True,0.004359047798815902,0.3446837198741081,228.66841696731993,0.37005694873589867,0.0,80,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,5.5124407240307594e-05,0.9940760956485363,False,True,0.004359047798815902,0.3446837198741081,228.66841696731993,0.37005694873589867,0.0,80,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,5.5124407240307594e-05,0.9940760956485363,False,True,0.004359047798815902,0.3446837198741081,228.66841696731993,0.37005694873589867,0.0,80,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.07741076109584843,0.7808374234288873,False,True,0.14724514185679544,0.2822321818141725,228.6926962189474,0.30185434284512375,0.0,81,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.07741076109584843,0.7808374234288873,False,True,0.14724514185679544,0.2822321818141725,228.6926962189474,0.30185434284512375,0.0,81,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.07741076109584843,0.7808374234288873,False,True,0.14724514185679544,0.2822321818141725,228.6926962189474,0.30185434284512375,0.0,81,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.1992054067817548,0.6553629846241538,False,True,0.2602171417182735,0.3384977652669241,220.14443497290995,0.32351347985976975,0.0,82,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.1992054067817548,0.6553629846241538,False,True,0.2602171417182735,0.3384977652669241,220.14443497290995,0.32351347985976975,0.0,82,240,4,60,4,0.75
estimated,0.50,0.5,0,0.0,,0,,,0.1992054067817548,0.6553629846241538,False,True,0.2602171417182735,0.3384977652669241,220.14443497290995,0.32351347985976975,0.0,82,240,4,60,4,0.75
stable,0.50,0.5,0,0.0,,0,,,0.48662403710325897,0.48543712150454077,False,True,-0.37891372968718506,0.2944301302084752,267.2276815734393,0.33272890962626855,0.0,83,240,4,60,4,0.75
oracle,0.50,0.5,0,0.0,,0,,,0.48662403710325897,0.48543712150454077,False,True,-0.37891372968718506,0.2944301302084752,267.2276815734393,0.33272890962626855,0.0,83,240,4,60,4,0.75
