date,equity_premium,market_return,risk_free,dp,dy,ep,de,bm,tbl,lty,ntis,infl,ltr,corpr,svar,dfy,tms,dfr
1873-08-31,,,0.004391835674855273,-2.742854123296902,-2.742854123296902,-2.401927536326309,-0.3409265869705932,,,,,,,,,,,
1873-09-30,,,0.004849352574335015,-2.6555321668187633,-2.735071982854847,-2.31684753991461,-0.3386846269041536,,,,,,,,,,,
1873-10-31,,,0.010177210661824903,-2.556630830586446,-2.647810120724853,-2.220158593965233,-0.33647223662121295,,,,,,,,,,,
1873-11-30,,,0.01181541633415559,-2.512511915879889,-2.548967957840877,-2.17822308623962,-0.3342888296402693,,,,,,,,,,,
1873-12-31,,,0.01033955536809191,-2.594802320611218,-2.50490731649467,-2.262668485588603,-0.33213383502261484,,,,,,,,,,,
1874-01-31,,,0.006871282097842258,-2.6476780726591658,-2.594802320611218,-2.315544237636551,-0.33213383502261484,,,,,,,,,,,
1874-02-28,,,0.005129766157887115,-2.6772785424354564,-2.6476780726591658,-2.3451447074128415,-0.33213383502261484,,,,,,,,,,,
1874-03-31,,,0.0040671462623212635,-2.662587827025453,-2.6772785424354564,-2.330453992002838,-0.33213383502261484,,,,,,,,,,,
1874-04-30,,,0.0041704565299457205,-2.6347189280166603,-2.662587827025453,-2.3025850929940455,-0.33213383502261484,,,,,,,,,,,
1874-05-31,,,0.004251628883079224,-2.608285670948505,-2.6347189280166603,-2.27615183592589,-0.33213383502261484,,,,,,,,,,,
1874-06-30,,,0.003816249898090438,-2.6038113905535836,-2.608285670948505,-2.271677555530969,-0.33213383502261484,,,,,,,,,,,
1874-07-31,,,0.003742456849787253,-2.6038113905535836,-2.6038113905535836,-2.271677555530969,-0.33213383502261484,,,,,,,,,,,
1874-08-31,,,0.003779353373938846,-2.6060510331470885,-2.6038113905535836,-2.2739171981244737,-0.33213383502261484,,,,,,,,,,,
1874-09-30,,,0.003653905191823433,-2.6215896365748677,-2.6060510331470885,-2.289455801552253,-0.33213383502261484,,,,,,,,,,,
1874-10-31,,,0.004251628883079224,-2.6193845640165536,-2.6215896365748677,-2.287250728993939,-0.33213383502261484,,,,,,,,,,,
1874-11-30,,,0.003926939470545214,-2.6281758294277244,-2.6193845640165536,-2.2960419944051096,-0.33213383502261484,,,,,,,,,,,
1874-12-31,,,0.003786732678769164,-2.6215896365748677,-2.6281758294277244,-2.289455801552253,-0.33213383502261484,,,,,,,,,,,
1875-01-31,,,0.0040671462623212635,-2.629194235960087,-2.629194235960087,-2.307664048374835,-0.32153018758525176,,,,,,,,,,,
1875-02-28,,,0.0035136984000473824,-2.634652036147342,-2.636857108705656,-2.324230476726072,-0.31042155942127037,,,,,,,,,,,
1875-03-31,,,0.0034694225710654725,-2.6555321668187633,-2.6423740822412523,-2.3562892719659065,-0.2992428948528568,,,,,,,,,,,
1875-04-30,,,0.00399335321401808,-2.67630150278763,-2.6633143072608183,-2.3885413083874476,-0.2877601944001821,,,,,,,,,,,
1875-05-31,,,0.003653905191823433,-2.644665869274868,-2.6841446802486555,-2.3689448091594616,-0.2757210601154064,,,,,,,,,,,
1875-06-30,,,0.0030045263667554125,-2.6322313645448587,-2.652571048781981,-2.3686468436721384,-0.26358452087272033,,,,,,,,,,,
1875-07-31,,,0.002997147061925094,-2.642480036892761,-2.6401995341940356,-2.3913789647039803,-0.2511010721887803,,,,,,,,,,,
1875-08-31,,,0.002820043745997452,-2.6550576709616998,-2.6505122085900252,-2.417057289003128,-0.23800038195857187,,,,,,,,,,,
1875-09-30,,,0.0032849399503075125,-2.654043200843063,-2.663154881194319,-2.4292749538018517,-0.22476824704121157,,,,,,,,,,,
1875-10-31,,,0.003985973909187761,-2.646058525074242,-2.662206511482224,-2.4349211869836584,-0.21113733809058366,,,,,,,,,,,
1875-11-30,,,0.004295904712061134,-2.67043701061874,-2.6542890242107577,-2.473620464638616,-0.19681654598012366,,,,,,,,,,,
1875-12-31,,,0.004354939150703682,-2.678735813433435,-2.678735813433435,-2.49641425663948,-0.18232155679395468,,,,,,,,,,,
1876-01-31,,,0.004517283856970687,-2.699121570357909,-2.678735813433435,-2.53558649064901,-0.16353507970889858,,,,,,,,,,,
1876-02-29,,,0.004391835674855273,-2.7124847981700757,-2.699121570357909,-2.567807420135299,-0.14467737803477676,,,,,,,,,,,
1876-03-31,,,0.00357273283868993,-2.710269957840523,-2.7124847981700757,-2.585106814886517,-0.12516314295400632,,,,,,,,,,,
1876-04-30,,,0.0036170086676718402,-2.6718471524382497,-2.710269957840523,-2.5665866417807566,-0.10526051065749309,,,,,,,,,,,
1876-05-31,,,0.003698181020805343,-2.6342840508626013,-2.6718471524382497,-2.5490242069117777,-0.08525984395082342,,,,,,,,,,,
1876-06-30,,,0.003366112303441015,-2.627081138568543,-2.6342840508626013,-2.562542617430972,-0.0645385211375713,,,,,,,,,,,
1876-07-31,,,0.0031447331585314625,-2.614959778036198,-2.627081138568543,-2.571581054734253,-0.043378723301945143,,,,,,,,,,,
1876-08-31,,,0.0024510785044815323,-2.572612230207106,-2.614959778036198,-2.550524633743101,-0.02208759646400482,,,,,,,,,,,
1876-09-30,,,0.0022961131030448455,-2.509599262378372,-2.572612230207106,-2.509599262378372,0.0,,,,,,,,,,,
1876-10-31,,,0.0031447331585314625,-2.5041644663924147,-2.509599262378372,-2.5267509650652107,0.022586498672795496,,,,,,,,,,,
1876-11-30,,,0.003823629202920756,-2.4849066497880004,-2.5041644663924147,-2.530252751554877,0.04534610176687681,,,,,,,,,,,
1876-12-31,,,0.003653905191823433,-2.4793356047385453,-2.4849066497880004,-2.548328476225496,0.06899287148695121,,,,,,,,,,,
1877-01-31,,,0.003978594604357442,-2.502067136810097,-2.5104823337353817,-2.533860207587135,0.031793070777037524,,,,,,,,,,,
1877-02-28,,,0.0037350775449569353,-2.4728834110884192,-2.533860207587135,-2.467219679134275,-0.005663731954143936,,,,,,,,,,,
1877-03-31,,,0.002960250537773502,-2.4538482527680276,-2.5060874718674473,-2.408997686602676,-0.044850566165351546,,,,,,,,,,,
1877-04-30,,,0.0029159747087915923,-2.4128707938304634,-2.4881928003690623,-2.3277284874434034,-0.08514230638706044,,,,,,,,,,,
1877-05-31,,,0.0028716988798096815,-2.4480435015773736,-2.4480435015773736,-2.3221632556883707,-0.12588024588900293,,,,,,,,,,,
1877-06-30,,,0.002591285296257582,-2.4107986776342782,-2.4849066497880004,-2.242175965198486,-0.16862271243579263,,,,,,,,,,,
1877-07-31,,,0.002635561125239492,-2.4920902851594255,-2.449072900075735,-2.2793483963890204,-0.21274188877040512,,,,,,,,,,,
1877-08-31,,,0.0026945955638820397,-2.5992693120879737,-2.5314467157492127,-2.341700893618052,-0.25756841846992207,,,,,,,,,,,
1877-09-30,,,0.0038014912884298006,-2.701129758257636,-2.6406980190727185,-2.3963532524465556,-0.30477650581108096,,,,,,,,,,,
1877-10-31,,,0.004347559845873363,-2.7657241201041822,-2.744349260519449,-2.411981941074332,-0.35374217902984983,,,,,,,,,,,
1877-11-30,,,0.004989559366111064,-2.795173129210255,-2.8103941232206107,-2.3913827828400502,-0.40379034637020506,,,,,,,,,,,
1877-12-31,,,0.004207353054097314,-2.839386203163297,-2.842458402200267,-2.3826278006675823,-0.45675840249571475,,,,,,,,,,,
1878-01-31,,,0.003786732678769164,-2.8436056187060053,-2.8436056187060053,-2.3799646832480983,-0.46364093545790674,,,,,,,,,,,
1878-02-28,,,0.0039564566898664865,-2.826600040111116,-2.8483738396606766,-2.355203329609207,-0.4713967105019088,,,,,,,,,,,
1878-03-31,,,0.0035579742290292936,-2.8495497633759097,-2.830857630363757,-2.3712473313154794,-0.47830243206043055,,,,,,,,,,,
1878-04-30,,,0.0034177674372532435,-2.8812245324268124,-2.8538255582386984,-2.396005168279954,-0.4852193641468585,,,,,,,,,,,
1878-05-31,,,0.0035948707531808853,-2.889055259591008,-2.8860567565947512,-2.3960407061455538,-0.4930145534454544,,,,,,,,,,,
1878-06-30,,,0.002982388452264458,-2.9141117451992375,-2.8933702608924214,-2.414155793670151,-0.4999559515290868,,,,,,,,,,,
1878-07-31,,,0.0024510785044815323,-2.938765448947313,-2.9184454464563556,-2.431856279273558,-0.5069091696737553,,,,,,,,,,,
1878-08-31,,,0.0022961131030448455,-2.9350053551797464,-2.9436634179228607,-2.4202594389052,-0.5147459162745465,,,,,,,,,,,
1878-09-30,,,0.0024510785044815323,-2.9594660955695966,-2.939379337002859,-2.43774118134557,-0.5217249142240266,,,,,,,,,,,
1878-10-31,,,0.0030488021957373237,-2.9524305973663942,-2.9638592931900174,-2.423714237876415,-0.5287163594899793,,,,,,,,,,,
1878-11-30,,,0.003661284496653751,-2.9545184249828287,-2.957396124810444,-2.417921556227638,-0.5365968687551907,,,,,,,,,,,
1878-12-31,,,0.0034177674372532435,-2.9531726591351948,-2.9589530220506948,-2.4095572125462135,-0.5436154465889815,,,,,,,,,,,
1879-01-31,,,0.0033734916082713328,-2.9807611039926205,-2.94377253462328,-2.4280089775732043,-0.5527521264194162,,,,,,,,,,,
1879-02-28,,,0.0028348023556580898,-3.0076630007558216,-2.9719939245490865,-2.4451677213565004,-0.5624952793993214,,,,,,,,,,,
1879-03-31,,,0.0024510785044815323,-2.982126621498212,-2.998431330523156,-2.41099439150123,-0.5711322299969819,,,,,,,,,,,
1879-04-30,,,0.0033734916082713328,-3.0053272298943794,-2.97297939602886,-2.4257872951283623,-0.5795399347660171,,,,,,,,,,,
1879-05-31,,,0.003661284496653751,-3.040899566628873,-2.9967938447789497,-2.452346098374232,-0.5885534682546414,,,,,,,,,,,
1879-06-30,,,0.0029159747087915923,-3.0369752320880403,-3.0319119301314936,-2.4404548872171663,-0.5965203448708736,,,,,,,,,,,
1879-07-31,,,0.0027757679170155422,-3.048068320903597,-3.0280676541969274,-2.4437837104571676,-0.604284610446429,,,,,,,,,,,
1879-08-31,,,0.002517492247954398,-3.0471548922223555,-3.0397565847409105,-2.4345031860717947,-0.6126517061505607,,,,,,,,,,,
1879-09-30,,,0.003742456849787253,-3.0745908484663107,-3.0383987198728937,-2.4545659327353277,-0.6200249157309827,,,,,,,,,,,
1879-10-31,,,0.003904801556054259,-3.169373663516679,-3.065910681635044,-2.5421555654606727,-0.6272180980560063,,,,,,,,,,,
1879-11-30,,,0.0040228704333393536,-3.2133132315109854,-3.161272353385942,-2.5783038531967466,-0.6350093783142388,,,,,,,,,,,
1879-12-31,,,0.004251628883079224,-3.202746442938317,-3.204776900488699,-2.560892556765922,-0.6418538861723947,,,,,,,,,,,
1880-01-31,,,0.004030249738169672,-3.215944704059342,-3.1780538303479458,-2.5748613328859,-0.6410833711734419,,,,,,,,,,,
1880-02-29,,,0.003609629362841522,-3.20930637385205,-3.1918471524802814,-2.56920841438192,-0.6400979594701298,,,,,,,,,,,
1880-03-31,,,0.0035579742290292936,-3.2048240714125504,-3.185775876441856,-2.565421166859296,-0.6394029045532547,,,,,,,,,,,
1880-04-30,,,0.003698181020805343,-3.158932788901167,-3.1818345531878514,-2.520193796825121,-0.6387389920760462,,,,,,,,,,,
1880-05-31,,,0.003698181020805343,-3.0540011816779664,-3.1364599330491085,-2.416131831423008,-0.6378693502549589,,,,,,,,,,,
1880-06-30,,,0.0034694225710654725,-3.0362063814817652,-3.0320222749591914,-2.3989396593162766,-0.6372667221654887,,,,,,,,,,,
1880-07-31,,,0.002997147061925094,-3.0596056799347515,-3.014700176260802,-2.4229162826185835,-0.636689397316168,,,,,,,,,,,
1880-08-31,,,0.0029159747087915923,-3.073850052817943,-3.0385522707369192,-2.437934818213131,-0.6359152346048124,,,,,,,,,,,
1880-09-30,,,0.0033513536937803783,-3.0513021247088017,-3.0532307656152073,-2.4159137783010487,-0.635388346407753,,,,,,,,,,,
1880-10-31,,,0.0035136984000473824,-3.0596455992976437,-3.031099417391282,-2.424763326869674,-0.6348822724279696,,,,,,,,,,,
1880-11-30,,,0.0034177674372532435,-3.091042453358316,-3.039842972001464,-2.456854615295744,-0.6341878380625716,,,,,,,,,,,
1880-12-31,,,0.003653905191823433,-3.1118044448067446,-3.0716243675012143,-2.4780806847176002,-0.6337237600891444,,,,,,,,,,,
1881-01-31,,,0.0040671462623212635,-3.1509605396924196,-3.09275624983605,-2.54489334911057,-0.6060671905818499,,,,,,,,,,,
1881-02-28,,,0.0035136984000473824,-3.129032157901059,-3.132268406680267,-2.5501326032632585,-0.5788995546378003,,,,,,,,,,,
1881-03-31,,,0.003609629362841522,-3.121964363696902,-3.1106830192328623,-2.5701713014426883,-0.5517930622542134,,,,,,,,,,,
1881-04-30,,,0.0037350775449569353,-3.100735582563975,-3.1039458581942236,-2.575795748821023,-0.5249398337429526,,,,,,,,,,,
1881-05-31,,,0.0034694225710654725,-3.127068275615078,-3.0830360054645745,-2.628528339104408,-0.4985399365106701,,,,,,,,,,,
1881-06-30,,,0.002635561125239492,-3.1219091013388436,-3.109676532903209,-2.6497526187320064,-0.47215648260683674,,,,,,,,,,,
1881-07-31,,,0.002222320054741662,-3.0692347355469174,-3.104814667979543,-2.623245982505056,-0.4459887530418617,,,,,,,,,,,
1881-08-31,,,0.002591285296257582,-3.028522096376982,-3.0524276172305362,-2.6082778508422297,-0.42024424553475237,,,,,,,,,,,
1881-09-30,,,0.0032923192551378307,-3.0200249661230356,-3.0119927944257716,-2.6255489795904663,-0.3944759865325692,,,,,,,,,,,
1881-10-31,,,0.0038383878125813936,-2.9876350633213717,-3.0037644452512553,-2.61874470963917,-0.3688903536822018,,,,,,,,,,,
1881-11-30,,,0.004251628883079224,-2.978117726853009,-2.9716347219749304,-2.634415454218315,-0.3437022726346939,,,,,,,,,,,
1881-12-31,,,0.0042885254072308155,-2.932859031735481,-2.9623693698848697,-2.6144053006169465,-0.3184537311185346,,,,,,,,,,,
1882-01-31,,,0.004251628883079224,-2.9177707320842794,-2.932859031735481,-2.6011368376827306,-0.31663389440154854,,,,,,,,,,,
1882-02-28,,,0.003698181020805343,-2.8955665747732686,-2.9177707320842794,-2.5809839631422773,-0.3145826116309913,,,,,,,,,,,
1882-03-31,,,0.0036760431063143878,-2.8938379658726507,-2.8955665747732686,-2.581082255868754,-0.3127557100038969,,,,,,,,,,,
1882-04-30,,,0.0038014912884298006,-2.8938379658726507,-2.8938379658726507,-2.582912501174908,-0.31092546469774296,,,,,,,,,,,
1882-05-31,,,0.0033734916082713328,-2.8816533068562835,-2.8938379658726507,-2.5727908801395363,-0.30886242671674735,,,,,,,,,,,
1882-06-30,,,0.0032185262068346464,-2.8763855159214247,-2.8816533068562835,-2.569360480626513,-0.3070250352949119,,,,,,,,,,,
1882-07-31,,,0.0034177674372532435,-2.9311937524164198,-2.8763855159214247,-2.6260094907660005,-0.3051842616504191,,,,,,,,,,,
1882-08-31,,,0.0030488021957373237,-2.9607525546579643,-2.9311937524164198,-2.6576432217058725,-0.3031093329520915,,,,,,,,,,,
1882-09-30,,,0.003808870593260119,-2.970414465569701,-2.9607525546579643,-2.6691531349915394,-0.30126133057816173,,,,,,,,,,,
1882-10-31,,,0.004620594124595144,-2.942792888259772,-2.970414465569701,-2.6433829814921124,-0.29940990676765955,,,,,,,,,,,
1882-11-30,,,0.0045615596859525966,-2.8990148540521847,-2.942792888259772,-2.6016919045637232,-0.2973229494884613,,,,,,,,,,,
1882-12-31,,,0.004436111503837183,-2.9041650800285,-2.8990148540521847,-2.6087008671346643,-0.29546421289383584,,,,,,,,,,,
1883-01-31,,,0.003978594604357442,-2.896517973853597,-2.9016681998299134,-2.609381561469142,-0.2871364123844554,,,,,,,,,,,
1883-02-28,,,0.003698181020805343,-2.871087077470216,-2.8937164156009763,-2.59261734279078,-0.27846973467943614,,,,,,,,,,,
1883-03-31,,,0.003609629362841522,-2.8808519975555686,-2.8686033754793696,-2.6107656869941676,-0.2700863105614012,,,,,,,,,,,
1883-04-30,,,0.004347559845873363,-2.899029228090755,-2.8783744490600087,-2.6373552015447284,-0.26167402654602656,,,,,,,,,,,
1883-05-31,,,0.003926939470545214,-2.8790667502005696,-2.8962493035205665,-2.626142815211235,-0.2529239349893344,,,,,,,,,,,
1883-06-30,,,0.0035874914483505667,-2.885230358395746,-2.8766021771724075,-2.6407770204947854,-0.2444533379009607,,,,,,,,,,,
1883-07-31,,,0.003698181020805343,-2.8671871135408407,-2.8827718445575385,-2.6312346039340495,-0.23595250960679093,,,,,,,,,,,
1883-08-31,,,0.003166871073022418,-2.8179915768090025,-2.8644284911017612,-2.590876735717673,-0.22711484109132907,,,,,,,,,,,
1883-09-30,,,0.003779353373938846,-2.8264550394410737,-2.81554584034072,-2.607902161835463,-0.2185528776056106,,,,,,,,,,,
1883-10-31,,,0.0040671462623212635,-2.796515828648283,-2.8240152700088332,-2.5865565860492907,-0.20995924259899224,,,,,,,,,,,
1883-11-30,,,0.0040671462623212635,-2.808538599936036,-2.7937781843529157,-2.6075089718803324,-0.20102962805570346,,,,,,,,,,,
1883-12-31,,,0.0038383878125813936,-2.7838882774937144,-2.8061114142784245,-2.5915163848462583,-0.19237189264745613,,,,,,,,,,,
1884-01-31,,,0.003698181020805343,-2.758632510745982,-2.7890531074466933,-2.5800237980310654,-0.17860871271491618,,,,,,,,,,,
1884-02-29,,,0.00324804342615592,-2.790186263728666,-2.763518016646504,-2.625985248047906,-0.16420101568075984,,,,,,,,,,,
1884-03-31,,,0.0031447331585314625,-2.7916369172104756,-2.7954034000059527,-2.641891530851134,-0.14974538635934187,,,,,,,,,,,
1884-04-30,,,0.0030488021957373237,-2.750541077550124,-2.7968814148088255,-2.615618756643241,-0.13492232090688272,,,,,,,,,,,
1884-05-31,,,0.003122595244040507,-2.6710030643364213,-2.7555023280365303,-2.5515980242866725,-0.11940504004974883,,,,,,,,,,,
1884-06-30,,,0.0033734916082713328,-2.6345830492203373,-2.67630150278763,-2.530786255538694,-0.10379679368164352,,,,,,,,,,,
1884-07-31,,,0.0038826636415633035,-2.6399097107260623,-2.6399097107260623,-2.5521393800092627,-0.08777033071679963,,,,,,,,,,,
1884-08-31,,,0.004030249738169672,-2.705837461144528,-2.644949091469516,-2.634846797078915,-0.07099066406561327,,,,,,,,,,,
1884-09-30,,,0.003698181020805343,-2.6790626642289577,-2.711219775863489,-2.624995442958682,-0.054067221270275745,,,,,,,,,,,
1884-10-31,,,0.003698181020805343,-2.6512484574681245,-2.6844741050964447,-2.6145844730965333,-0.03666398437159146,,,,,,,,,,,
1884-11-30,,,0.003698181020805343,-2.6358899373094387,-2.656368468652979,-2.6174533057499834,-0.018436631559455074,,,,,,,,,,,
1884-12-31,,,0.0034694225710654725,-2.639057329615259,-2.641358826603538,-2.639057329615259,0.0,,,,,,,,,,,
1885-01-31,,,0.003329215779289423,-2.6346331684008106,-2.657944247269258,-2.6264484771057974,-0.008184691295013202,,,,,,,,,,,
1885-02-28,,,0.003100457329549552,-2.684418596568933,-2.6542188567053007,-2.6677958733951,-0.01662272317383251,,,,,,,,0.0015390211011499998,,,
1885-03-31,,,0.002960250537773502,-2.706339336698581,-2.7040536214177244,-2.681021528714291,-0.02531780798428973,,,,,,,,0.00154455831889,,,
1885-04-30,,,0.0029381126232825468,-2.724081915200312,-2.7263676304811675,-2.6897967607928597,-0.034285154407452056,,,,,,,,0.0017984027286599997,,,
1885-05-31,,,0.002569147381766627,-2.7333680090865,-2.74487561593798,-2.6898147052547507,-0.04355330383174949,,,,,,,,0.00180538015384,,,
1885-06-30,,,0.002355147541687393,-2.749599204015082,-2.7542395835715845,-2.696489378701134,-0.053109825313948145,,,,,,,,0.00109683952669,,,
1885-07-31,,,0.0022592165788932537,-2.807449447243537,-2.770915703911081,-2.7444676721247854,-0.06298177511875136,,,,,,,,0.00293605277401,,,
1885-08-31,,,0.002222320054741662,-2.8841491205081997,-2.8296099785118463,-2.810936780173993,-0.0732123403342071,,,,,,,,0.00245023467977,,,
1885-09-30,,,0.002355147541687393,-2.8936027784776113,-2.9064234669066726,-2.8098328954121525,-0.08376988306545896,,,,,,,,0.0017322995852200004,,,
1885-10-31,,,0.002406802675499622,-2.972825907345084,-2.916384596440132,-2.8781299226934736,-0.09469598465161022,,,,,,,,0.0029958515659,,,
1885-11-30,,,0.002591285296257582,-3.0595585801831535,-2.9965456123544194,-2.9535066843810656,-0.10605189580208796,,,,,,,,0.0028138302875499997,,,
1885-12-31,,,0.0029159747087915923,-3.0757749812275277,-3.0834378539730967,-2.957991945571144,-0.1177830356563836,,,,,,,,0.0030264325657900003,,,
1886-01-31,,,0.002960250537773502,-3.082883520464822,-3.082883520464822,-2.939642806902947,-0.14324071356187495,,,,,,,,0.0017293802337599998,,,
1886-02-28,,,0.002820043745997452,-3.108668583020275,-3.0896203880495805,-2.940672496370963,-0.16799608664931154,,,,,,,,0.00154742344004,,,
1886-03-31,,,0.002517492247954398,-3.0949034620157754,-3.1158765853960544,-2.901999795891284,-0.1929036661244914,,,,,,,,0.00183210700671,,,
1886-04-30,,,0.0024953543334634426,-3.088584539006169,-3.10216379713255,-2.871028795053034,-0.21755574395313526,,,,,,,,0.0012226228835799996,,,
1886-05-31,,,0.0027757679170155422,-3.0757417812474444,-3.095466286595223,-2.834209856345955,-0.24153192490148934,,,,,,,,0.00190911175609,,,
1886-06-30,,,0.002635561125239492,-3.127904046662474,-3.083105903762579,-2.8622008809294686,-0.26570316573300556,,,,,,,,0.0012828001728399999,,,
1886-07-31,,,0.0024805957238028063,-3.15044596362414,-3.1353228020499193,-2.8607947405524783,-0.2896512230716617,,,,,,,,0.00103529069963,,,
1886-08-31,,,0.0025470094672756715,-3.164955629989427,-3.157478959646407,-2.8520108900237187,-0.3129447399657086,,,,,,,,0.00094963135784,,,
1886-09-30,,,0.0034694225710654725,-3.1982194999425397,-3.1724827852984903,-2.861747263321327,-0.33647223662121295,,,,,,,,0.0008519433189599999,,,
1886-10-31,,,0.003926939470545214,-3.2308946652943744,-3.205803743300848,-2.8710898283467143,-0.3598048369476601,,,,,,,,0.0008899615284800001,,,
1886-11-30,,,0.004111422091303173,-3.262562453944775,-3.238085707518221,-2.8800623882373033,-0.38250006570747175,,,,,,,,0.0003930133864099999,,,
1886-12-31,,,0.004008111823678716,-3.244011798139743,-3.2702600242146795,-2.8385466900315786,-0.4054651081081644,,,,,,,,0.0028153163558,,,
1887-01-31,,,0.004045008347830308,-3.222016953769062,-3.2327122428858095,-2.820304195279448,-0.40171275848961385,,,,,,,,0.0018256316205,,,
1887-02-28,,,0.003698181020805343,-3.2036493775369093,-3.2108436531709366,-2.8056192479162627,-0.3980301296206463,,,,,,,,0.0020424079653800003,,,
1887-03-31,,,0.0031890089875133724,-3.2157941583307927,-3.192599541350324,-2.8213788864092133,-0.39441527192157944,,,,,,,,0.00062206862955,,,
1887-04-30,,,0.0035874914483505667,-3.2275338876113153,-3.2048650877986025,-2.8366675789243034,-0.3908663086870119,,,,,,,,0.00035313943921000006,,,
1887-05-31,,,0.003609629362841522,-3.2338174048664,-3.2167229715070995,-2.846435972191531,-0.387381432674869,,,,,,,,0.00038575574653000003,,,
1887-06-30,,,0.0034841811807261092,-3.1938852955646264,-3.2231221157496517,-2.8099263926774256,-0.3839589028872008,,,,,,,,0.00145796028357,,,
1887-07-31,,,0.0034251467420835617,-3.158566942674449,-3.1833031862340895,-2.777969901144298,-0.38059704153015095,,,,,,,,0.0017047236472700004,,,
1887-08-31,,,0.004207353054097314,-3.1227319643152986,-3.148095642807154,-2.745437733173831,-0.377294231141468,,,,,,,,0.0023355684540300003,,,
