date,PRCP_anom_mean,TAVG_anom_mean,PRCP_anom_std,TAVG_anom_std,N_stations,log_price,log_price_lagt,log_return,log_return_forecast_target
1999-04-07,0.0,-3.2916666666666643,0.0,2.7695015596473143,2,7.122810205392727,7.135042234529216,-0.012232029136488798,-0.039313303311400816
1999-04-08,0.0,-2.75,0.0,0.0,1,7.083496902081326,7.122810205392727,-0.039313303311400816,0.008519717763234347
1999-04-09,0.0,-2.125,0.0,0.0,1,7.092016619844561,7.083496902081326,0.008519717763234347,-0.005769326247746953
1999-04-19,0.0,-0.5625,0.0,0.795495128834866,2,7.095362840205329,7.101132166453076,-0.005769326247746953,-0.008290513449535908
1999-04-20,-0.1622222222222222,1.8888888888888857,0.0,0.0,1,7.087072326755793,7.095362840205329,-0.008290513449535908,-0.0034244458279939494
1999-04-21,-0.26333333333333336,0.11111111111111427,0.0,0.0,1,7.083647880927799,7.087072326755793,-0.0034244458279939494,-0.034584030131701304
1999-04-22,-0.043333333333333335,2.0,0.0,0.0,1,7.049063850796098,7.083647880927799,-0.034584030131701304,-0.014006541440779507
1999-04-23,-0.40166666666666667,-1.0370370370370334,0.37981355075001383,1.1032126673041855,3,7.035057309355318,7.049063850796098,-0.014006541440779507,-0.01723759551087234
1999-04-26,-0.002857142857142857,2.2142857142857153,0.004040610178208843,3.1314728881118548,2,7.017819713844446,7.035057309355318,-0.01723759551087234,-0.025236272686063543
1999-04-27,-0.17809523809523808,-0.19387755102040874,0.20225735021077904,1.6288033908083097,7,6.9925834411583825,7.017819713844446,-0.025236272686063543,0.006446613599341511
1999-04-28,-0.11974999999999998,-2.1083333333333343,0.14970867543332284,0.32242570203588544,3,6.999030054757724,6.9925834411583825,0.006446613599341511,0.00606969708716143
1999-04-29,-0.20680555555555555,1.5486111111111118,0.24378349722349646,1.2948661091945912,6,7.005099751844885,6.999030054757724,0.00606969708716143,0.024935104845525302
1999-04-30,0.0,0.8571428571428612,0.0,0.0,1,7.030034856690411,7.005099751844885,0.024935104845525302,-0.0037856836604843735
1999-05-03,-0.08041666666666668,3.0416666666666665,0.07728127737902198,1.6786030898736404,3,7.026249173029926,7.030034856690411,-0.0037856836604843735,-0.004870609282325411
1999-05-04,-0.2374047619047619,3.6714285714285744,0.3046813918947027,1.126912584360083,4,7.021378563747601,7.026249173029926,-0.004870609282325411,0.008169478953668374
1999-05-05,-0.040803571428571425,1.7916666666666679,0.05164173334086473,2.5940637360455616,4,7.029548042701269,7.021378563747601,0.008169478953668374,0.0027319401819090317
1999-05-06,0.0,2.142857142857139,0.0,0.0,1,7.032279982883178,7.029548042701269,0.0027319401819090317,-0.015975278225825562
1999-05-07,-0.1775,2.75,0.0,0.0,1,7.016304704657353,7.032279982883178,-0.015975278225825562,-0.046598624799565336
1999-05-10,-0.028214285714285716,-1.8571428571428577,0.05642857142857143,1.1172731625381014,4,6.9697060798577875,7.016304704657353,-0.046598624799565336,0.020135970122458602
1999-05-11,-0.12915873015873014,1.3460317460317484,0.11505984289803209,2.071578781879629,4,6.989842049980246,6.9697060798577875,0.020135970122458602,0.0023095229739222845
1999-05-12,-0.008888888888888889,-1.2222222222222214,0.012570787221094178,2.0427529234278117,2,6.992151572954168,6.989842049980246,0.0023095229739222845,0.0006064002978938277
1999-05-13,-0.09833333333333333,-0.8666666666666648,0.17031832941093958,1.1015141094572218,3,6.992757973252062,6.992151572954168,0.0006064002978938277,-0.0233057064670108
